pmid,title,year,abstract
41669126,"Evaluation of procalcitonin as a marker of bacterial sepsis in children in Owerri, Nigeria.",2025,"BACKGROUND: Paediatric sepsis is a significant cause of morbidity and mortality, particularly in low- and middle-income countries. Timely diagnosis remains a challenge due to the limitations of conventional blood culture. This study evaluates procalcitonin as a biomarker for bacterial sepsis in children aged 0-59 months in a resource-limited setting. METHODS: This cross-sectional study was carried out between June 2023 and February 2024. It involved 298 children aged 0-59 months with systemic inflammatory response syndrome (SIRS) who were admitted to the Emergency Pediatric Unit and Special Care Baby Unit of Federal Teaching Hospital, Owerri. Serum procalcitonin levels were measured using ELISA, and blood cultures were processed using the BacT/Alert system. Sensitivity, specificity, and predictive values of procalcitonin were compared against blood culture results. RESULTS: Of the 298 children, 142 (47.7%) had culture-proven sepsis. The sensitivity, specificity, positive predictive value, and negative predictive value of serum procalcitonin were 66.9%, 89.7%, 85.6%, and 74.9%, respectively. The area under the curve (AUC) for serum procalcitonin was 0.80 across all age groups which were statistically significant. CONCLUSIONS: Procalcitonin has a good diagnostic accuracy in detecting bacterial sepsis in children and can complement blood culture in resource-limited settings. Further studies are recommended to explore its application in routine clinical practice."
41668768,Role of DNA methylation in regulating inflammatory cytokine expression in neonates with late-onset sepsis.,2025,"BACKGROUND: Neonatal sepsis is a major health issue, particularly in resource-poor areas. This study aimed to assess the role of DNA methylation in regulating the inflammatory cytokine expression in late-onset neonatal sepsis (LOS). METHODOLOGY: We conducted a cross-sectional study comparing neonates with LOS (n=42) before and after 72 hours of antibiotic treatment (n=25) to healthy controls (HC) (n=42). We analysed DNA methylation patterns and inflammatory cytokine expression levels in both groups. RESULTS: DNA methylation analysis revealed hypomethylation in pro-inflammatory genes and hypermethylation in anti-inflammatory genes in LOS neonates. These patterns were shifted in follow-up group, with significant changes in inflammatory marker levels, including TNF-alpha, IFN-gamma, IL-10, and TGF-beta. The gene expression results aligned with the DNA methylation findings, indicating that changes in the expression of inflammatory genes in late-onset neonatal sepsis (LONS) are influenced by DNA methylation. The results were further validated through an analysis of plasma cytokine levels. LOS cases showed elevated pro-inflammatory cytokines and reduced anti-inflammatory cytokines, except IL-10. In the follow-up group, pro-inflammatory cytokine levels decreased, while anti-inflammatory cytokines increased. CONCLUSION: DNA methylation regulates the expression of inflammatory cytokine genes in late-onset neonatal sepsis. Understanding these molecular changes could lead to better diagnostic and therapeutic approaches for managing neonatal sepsis."
41668763,Mechanistic and therapeutic dimensions of DcR3-mediated immunomodulation in sepsis.,2025,"Sepsis is a life-threatening syndrome characterized by dysregulated host-immune responses, progressing through hyperinflammatory and immunosuppressive stages. Decoy receptor 3 (DcR3), a soluble member of the TNF receptor superfamily, serves as an immunomodulator in sepsis. Beyond neutralizing FasL, LIGHT, and TL1A to block apoptosis and inflammatory signaling, DcR3 regulates macrophage polarization, dendritic cell maturation, and immune cell survival through its heparan sulfate proteoglycan-binding domain. Evidence from cellular, molecular, and animal studies highlights its dual role in restoring immune balance by modulating both hyperinflammatory and immunosuppressive phases of sepsis. In this review, we summarize current evidence on DcR3 in sepsis and discuss translational challenges and future directions. Current rodent models lacking the TNFRSF6B gene are limited; however, transgenic mice expressing human DcR3 exhibit both protective and detrimental context-dependent effects. Translational challenges include the pharmacokinetics and immunogenicity of recombinant DcR3, although strategies such as PEGylation, nanoparticle encapsulation, and hydrogel delivery may improve its efficacy. Combining DcR3 with PD-1/PD-L1 inhibitors or immunometabolic agents like metformin and dimethyl itaconate presents promising therapeutic potential. Future research will focus on CRISPR/Cas9 knock-in mouse models, multi-omics mapping of DcR3 signaling, and biomarker-guided dosing. Although no DcR3-targeted clinical trials in sepsis have been conducted, DcR3 remains a precision-targeted immunotherapy with mechanistic and translational pathways; this review delineates key knowledge gaps that must be addressed to enable future clinical application."
41668730,Exploring the association between dexmedetomidine and all-cause mortality in mechanically ventilated patients with sepsis through propensity score matching analysis and machine learning algorithms: a MIMIC-IV retrospective study.,2025,"BACKGROUND: Sepsis carries high ICU mortality globally, often requiring sedated mechanical ventilation. While some studies suggest dexmedetomidine improves survival in these patients, others contradict this finding. This study evaluates dexmedetomidine's survival benefit and sedation value for ventilated sepsis cases. METHODS: This retrospective cohort study utilized the MIMIC-IV database and eICU-CRD to analyze mechanically ventilated septic patients. Propensity score matching was employed to balance covariates. Machine learning algorithms were applied to validate dexmedetomidine's role in predicting mortality. RESULTS: A propensity score matching analysis was performed for 5176 pairs of patients. The use of dexmedetomidine was associated with a reduced risk of 28-day mortality (13.39% vs. 19.84%, HR: 0.595, P < 0.001) and of 180-day all-cause mortality (17.45% vs. 23.18%, HR: 0.632, P < 0.001). However, dexmedetomidine use was also associated with longer hospital (median 15.08 days vs. 10.2 days, P < 0.001) and ICU stays (median 6.81 days vs. 4.0 days, P < 0.001). Moreover, the duration of mechanical ventilation was significantly longer in the dexmedetomidine group (median 78 h vs. 51.00 h, P < 0.001). Dexmedetomidine was included among the significant features identified with the Boruta algorithm, and of the five machine learning models built using the 20 most important features (including dexmedetomidine), the model constructed on the basis of the Random Forest algorithm performed the best (training set: AUC = 0.781; test set: AUC = 0.811; eICU-CRD set: AUC = 0.820). SHapley Additive exPlanations (SHAP) revealed that comorbid acute kidney injury (AKI) was the most important predictor of mortality among mechanically ventilated septic patients. This was followed by the use of opioids, PaO(2), and the SOFA score, with the use of dexmedetomidine relatively closely behind. CONCLUSIONS: Dexmedetomidine use significantly reduces short-term mortality in mechanically ventilated patients with sepsis but prolongs the hospital and ICU length of stay (LOS) and duration of mechanical ventilation. Administering dexmedetomidine within 48 hours and maintaining an infusion rate at or below 0.6 mug/kg/h appears to be more beneficial. Moreover, dexmedetomidine use strongly influences mortality in these patients."
41667115,Practical machine learning model for early and accurate prediction of disseminated intravascular coagulation before its progression to an overt stage.,2026,"BACKGROUND AND AIMS: In patients with sepsis, anticoagulant therapy is expected to have maximal efficacy when administered before the development of sepsis-induced overt disseminated intravascular coagulation (DIC). This therapeutic strategy requires a valid method for real-time, early prediction of sepsis-induced DIC, which is likely to progress to an overt stage. We aimed to develop machine learning prediction models for overt DIC, based on the International Society on Thrombosis and Haemostasis criteria, using a large-scale electronic medical record database. METHODS: This multi-center retrospective, observational study included adult patients with sepsis without overt DIC at day 1. The outcome was development of overt DIC 24 h after a certain time point. Predictive features were baseline data and time series data within 7 days post-admission. We constructed three separate models (minimum, compact, and full models), each incorporating increasingly comprehensive sets of features. Prediction models were constructed with machine learning algorithms, including eXtreme Gradient Boosting (XGBoost) and Gradient Boosting Machine (GBM), and evaluated on a randomly selected 20% test set. RESULTS: Among 7,532 patients with sepsis, 766 developed overt DIC within 7 days. XGBoost and GBM achieved the highest prediction accuracy. The full, compact, and minimum models on the test set, exhibited area under the receiver operating characteristic curve values of 0.916, 0.884, and 0.851, respectively. The full XGBoost model achieved an area under the precision-recall curve of 0.295; at 80% recall, its precision was 14.4%. CONCLUSIONS: The machine learning model exhibited high accuracy in predicting overt DIC at a clinically reliable level."
41666174,Integrated microbiomics and metabolomics analysis reveals distinct profiles in carbapenem-resistant Acinetobacter baumannii and Escherichia coli infections in Pancreatitis-associated sepsis.,2026,"BACKGROUND: Pancreatitis-associated sepsis (PAS) caused by carbapenem-resistant bacteria poses significant clinical challenges. The objective of this research was to examine the microbial and metabolic profiles of individuals with carbapenem-resistant Acinetobacter baumannii (CRAB) and Escherichia coli (CREC) infections using integrated microbiomics and metabolomics approaches. METHODS: Peripheral blood samples from 11 PAS patients (8 CRAB, 3 CREC) were analyzed using 16S rDNA gene sequencing and untargeted metabolomics via LC-MS. Microbial diversity, community structure, and differential metabolites were examined between CRAB and CREC groups. RESULTS: CRAB patients exhibited higher microbial diversity compared to CREC patients. p-Proteobacteria, p-Firmicutes, and p-Cyanobacteria predominated in both patient groups. Significant differences in microbial composition were observed, with p-Proteobacteria more abundant in CRAB and p-Cyanobacteria in CREC samples. g-Enhydrobacter and s-Moraxella osloensis were the biomarkers, significantly higher in CREC patients. Metabolomic analysis revealed 328 differential metabolites between groups, with the majority being downregulated in CRAB. The main categories of identified differential metabolites were amino acids and their derivatives. These differential metabolites were closely related to various metabolic pathways. The most significant metabolic difference between the two patient groups was the level of triglycerides. R-2 Methanandamide and 13-(beta-D-glucosyloxy) docosanoic acid showed the highest correlation with g-Enhydrobacter and s-Moraxella osloensis. CONCLUSION: In PAS patients, s-Moraxella osloensis is a biomarker distinguishing CRAB and CREC infections, correlating with R-2 Methanandamide and 13-(beta-D-glucosyloxy) docosanoic acid."
41664723,Strategies for Embedding Prediction Models in Clinical Decision‑Making Workflows.,2026,"Machine learning and statistical prediction tools proliferate across healthcare, yet the leap from development to sustained clinical impact remains elusive. This narrative review synthesizes empirical evidence on how prediction models have been embedded into routine decision‑making and what lessons can be drawn for implementation teams. Searches of PubMed, Embase, Web of Science, IEEE Xplore, and specialized informatics journals (2010-2025) identified studies describing the real-world deployment of multivariable prediction models and reporting implementation outcomes. Evidence centered on sepsis detection, deterioration, readmission, and emergency triage models. Embedding strategies ranged from interruptive pop‑ups and non‑interruptive dashboard displays to worklists and order‑set linkage. Successful deployments invested heavily in stakeholder co‑design, threshold selection, training, and performance monitoring. Comparative studies indicated that deployment of a deep‑learning sepsis model (COMPOSER (COnformal Multidimensional Prediction Of SEpsis Risk)) decreased in‑hospital mortality and improved guideline adherence relative to baseline. Major barriers included workflow misalignment, alert fatigue, lack of transparency, data quality issues, and insufficient governance structures. Few papers described ongoing monitoring. The evidence suggests that prediction models confer value only when embedded through carefully designed clinical decision support aligned with the ""Five Rights"" framework, supported by multidisciplinary governance and rigorous monitoring. Implementation teams should prioritize calibration and decision utility metrics over discrimination alone, establish model‑life‑cycle governance, and integrate clinician training to build trust."
41664216,Long non-coding RNAs as key regulators in sepsis: from immune response to organ dysfunction.,2026,"Sepsis remains a leading cause of morbidity and mortality in intensive care units worldwide, driven by a dysregulated host response to infection that culminates in multi-organ dysfunction. Current diagnostic biomarkers and therapeutic strategies lack the needed sensitivity, specificity and efficacy, underscoring an urgent need for novel molecular insights. Long non-coding RNAs (lncRNAs), a diverse class of transcripts exceeding 200 nucleotides without protein-coding capacity, have emerged as pivotal regulators of sepsis pathophysiology. They orchestrate immune responses, inflammatory cascades, cellular apoptosis, metabolic reprogramming and the lethal cross-talk among diverse cell death pathways. Through intricate interactions with DNA, RNA and proteins, lncRNAs also drive organ-specific injury via distinct cell-type specific mechanisms. Specific lncRNAs, including NEAT1, MALAT1 and GAS5, are deeply implicated in disease onset, progression and prognosis, highlighting their potential as both biomarkers and therapeutic targets. In this review, we synthesize current evidence on the roles of lncRNAs in immune modulation, organ dysfunction and metabolic regulation during sepsis. We also evaluate their promise in diagnosis, prognosis and therapy, and discuss major translational barriers, such as physicochemical instability, poor permeability and disease heterogeneity, that must be overcome for clinical application. A deeper understanding of these molecules may unlock novel strategies for the early diagnosis, prognosis, and treatment of sepsis."
41663846,Plasma metabolomic signatures in patients with multidrug-resistant bacterial sepsis.,2026,"BACKGROUND AND OBJECTIVE: Multidrug-resistant (MDR) bacterial infections are a leading cause of sepsis-related death. A rapid method to identify patients with MDR infections upon hospital admission is urgently needed. This study aimed to characterize the distinct plasma metabolomic signatures associated with MDR gram-positive (G+) and gram-negative (G-) sepsis and to develop predictive models for rapid, risk stratification during the initial clinical encounter. METHODS: Two independent cohorts of septic patients were recruited, with 198 subjects (117 MDR and 81 susceptible) in the discovery cohort, and 198 patients (95 MDR and 103 susceptible) in the validation cohort. Plasma metabolomic profiling was performed using liquid chromatography coupled with tandem mass spectrometry (LC-MS/MS). Multiple machine learning algorithms were employed to identify differential metabolomic signatures and to construct and validate multi-metabolite models for the early identification of MDR bacteria. RESULTS: Distinct metabolomic signatures were identified for both MDR G- and G+ infections. MDR G- sepsis showed significant elevations in metabolites related to host inflammatory responses, such as histamine, alongside decreased levels of gut microbiota-derived metabolites, including cholic acid and benzoic acid, indicating profound host-microbe dysregulation. Conversely, MDR G+ sepsis was characterized by alterations in energy and amino acid metabolism, notably elevated 2-hydroxyglutarate, a marker of mitochondrial stress. An 8-metabolite model for MDR G- infection achieved excellent discrimination in both the discovery (AUROC = 0.885, 95% CI: 0.787-0.982) and validation (AUROC = 0.878, 95% CI: 0.782-0.951) cohorts. The model for MDR G+ infection demonstrated good predictive performance (AUROC = 0.763 and 0.715 in discovery and validation, respectively). CONCLUSION: This study identifies robust and distinct plasma metabolomic signatures that differentiate MDR from antibiotic-susceptible sepsis. These findings support the development of rapid, metabolomics-based testing using admission plasma to risk-stratify patients. This approach could guide early, stewardship-aligned antimicrobial decisions while conventional culture results are pending, potentially improving clinical outcomes."
41663647,Time stability of Intensive Care Infection Score (ICIS) as a cellular hematology biomarker for infection in critically ill patients.,2026,"The Intensive Care Infection Score (ICIS) is composed of blood-cell derived parameters to discriminate infection or sepsis from non-infectious inflammatory responses. The study examines the stability of the complete blood count (CBC) and ICIS after blood sample storage at room temperature (RT) and determines the impact of potential variations on ICIS and its clinical interpretation. In total, 53 K3-EDTA-blood samples collected from critically ill patients were analyzed at baseline (t(0)) and after 8 h (t(1)) on a hematology analyzer. After a mean storage time of 514 min at RT, all ICIS parameters in the CBC are stable. Observed transitions of ICIS classification were neither statistically (p = 0.082) nor clinically relevant as no sample was classified as falsely positive or falsely negative. This study demonstrates the stability of the ICIS in K3-EDTA whole blood for up to 8 h at RT, preserving its clinical interpretation and utility in distinguishing infection from non-infectious inflammatory responses, even if analysis is delayed. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1038/s41598-026-37204-8."
41662361,Decoding hypervirulence in carbapenem-resistant Klebsiella pneumoniae: genomic and phenotypic profiling reveals capsular polysaccharide as a key driver of pathogenicity.,2026,"BACKGROUND: The global dissemination of hypervirulent carbapenem-resistant Klebsiella pneumoniae (hv-CRKP) poses escalating threats to public health. Substantial controversy persists regarding its true virulence potential, highlighting the need for reliable biomarkers to enable early diagnosis and targeted therapy. METHODS: Using a mouse subcutaneous challenge model, we characterized 59 carbapenem-resistant K. pneumoniae (CRKP) isolates, identifying 37.29% (22/59) as convergent hv-CRKP. Phenotypic and genotypic characterization, integrated with genome-wide association study (GWAS) and transcriptomic analysis, was performed, and reliable biomarkers for accurate hv-CRKP detection were identified. RESULTS: Patients infected with hv-CRKP exhibited significantly higher sepsis incidence (P = 0.028) and increased mortality. Capsule production and hypermucoviscosity robustly discriminated hv-CRKP from CRKP. GWAS identified a significant association between an SNP in the rbtT locus and the hypervirulent phenotype, whereas virulence plasmid-associated genes showed no significant association. These findings suggest chromosomally encoded factors-independent of plasmid-borne elements-contribute critically to hypervirulence. Transcriptomics revealed rcsA-mediated capsule upregulation enhances macrophage phagocytosis resistance and bacterial survival, revealing a pivotal pathogenic mechanism. Both multivariable logistic regression and LASSO regression confirmed capsule production and rcsA expression as independent and robust diagnostic biomarkers to accurately assess virulence potential in carbapenem-resistant strains. CONCLUSIONS: We conclude that clinical application of the term ""hv-CRKP"" requires prudent validation and emphasize the urgency of developing biomarkers to precisely identify truly hypervirulent CRKP strains."
41661189,Artificial intelligence-driven predictive analytics for postoperative management and recovery in trauma patients.,2026,"PURPOSE OF REVIEW: Post-traumatic care is evolving from a reactive, protocol-driven paradigm to a predictive, personalized approach. This review examines how artificial intelligence and machine learning are redefining postoperative management by predicting complications before they manifest. RECENT FINDINGS: Recent literature (2023-2025) highlights three major advances: (a) the validation of gradient boosting algorithms (e.g. Extreme Gradient Boosting) that significantly outperform traditional scoring systems for predicting trauma-induced coagulopathy; (b) the development of interpretable, phenotype-specific models for venous thromboembolism risk stratification, particularly in traumatic brain injury; and (c) the emergence of real-time sepsis prediction tools that account for the sterile inflammation inherent to trauma. However, a recurring limitation in current research is the reliance on retrospective datasets and single-center validations, underscoring the critical need for rigorous external validation across diverse patient populations before widespread clinical adoption. SUMMARY: Artificial intelligence is not merely a monitoring tool but a driver of precision medicine in trauma. By leveraging diverse modalities, from computer vision in radiology to natural language processing in electronic health records, clinicians can now anticipate adverse events. To bridge the gap between algorithm and bedside, future efforts must focus on overcoming significant implementation barriers, such as data interoperability, and ensuring model generalizability."
41661178,Risk Factors for Invasive Infection in Febrile Oncology Patients Related to Cancer Type.,2026,"OBJECTIVE: To identify clinical and laboratory risk factors for invasive infection in febrile oncology patients seen in the Pediatric Emergency Department, depending on the type of cancer. METHODS: We conducted a prospective observational study of febrile oncology patients seen between 2016 and 2023 at the Pediatric Emergency Department of a tertiary teaching hospital. Invasive infection was defined microbiologically (isolation of a bacterial pathogen in sterile fluid or a commensal bacterial species in 2 different blood cultures) or clinically (death, meeting Phoenix criteria for sepsis, receiving inotropic support, or developing acute complications or sequelae). We performed separate multivariate analyses for hematologic cancers and solid tumors. Hematologic cancers were further classified considering the myelotoxicity of the chemotherapy received. We classified the following as high-risk hematologic cancers: acute lymphoblastic leukemia and non-Hodgkin lymphoma in the induction, reinduction, or consolidation phase or relapse, and acute myeloid leukemia in any phase. RESULTS: We included 471 episodes: 306 hematologic cancers and 165 solid tumors. The median age was 4 years (interquartile range: 2 to 10) and the median duration of fever was 2 hours (interquartile range: 1 to 3). Invasive infections were diagnosed in 69 cases (14.6%). The rate was higher among patients with high-risk hematologic cancers (n=45, 23.2%), than among those with solid tumors (n=18, 10.9%; P=0.002) or with low-risk hematologic cancers (n=6, 5.4%; P<0.001). Among patients with hematological cancers, presenting a high-risk cancer (OR: 6.006; 95% CI: 2.459-18.200) and elevated procalcitonin levels (OR: 1.668; 95% CI: 1.205-2.571) were predictors of invasive infection [AUC for the model: 0.718 (95% CI: 0.640-0.795)]. Only age (OR: 1.145; 95% CI: 1.036-1.267) was found to be an independent risk factor in patients with solid tumors. CONCLUSIONS: In patients with hematologic cancers and very recent onset fever, the type of cancer and procalcitonin level are useful for predicting the risk of invasive infection."
